booking_id,hotel,arrival_year,arrival_month,arrival_day_of_month,stays_in_week_nights,stays_in_weekend_nights,avg_price_per_room,country,market_segment_type,booking_status,email,lead_time,arrival_date_week_number
INN00416,,2018,6,27,0,1,0.0,,complementary,cancelled,,3,
INN00417,,2017,12,7,2,1,60.0,,offline,cancelled,,75,
INN00418,,2018,4,5,1,0,89.0,,corporate,cancelled,,5,
INN00419,,2018,10,23,0,2,115.0,,online,cancelled,,386,
INN00420,,2018,5,2,1,1,100.0,,offline,cancelled,,180,
INN00421,,2018,11,14,3,1,75.9,,online,cancelled,,122,
INN00422,,2017,10,2,2,1,65.0,,offline,cancelled,,224,
INN00423,,2018,5,29,2,2,104.55,,online,cancelled,,24,
INN00424,,2018,10,14,2,2,115.0,,online,cancelled,,162,
INN00425,,2018,7,2,1,1,187.0,,online,cancelled,,25,
INN00426,,2018,8,4,1,0,115.0,,online,cancelled,,1,
INN00427,,2018,9,27,4,0,84.43,,online,cancelled,,236,
INN00428,,2018,4,8,3,2,90.95,,online,cancelled,,120,
INN00429,,2018,3,24,3,1,208.0,,online,cancelled,,12,
INN00430,,2018,9,3,4,2,97.18,,online,cancelled,,224,
INN00431,,2017,10,21,4,0,79.11,,offline,cancelled,,33,
INN00432,,2018,5,13,2,0,0.0,,complementary,cancelled,,24,
INN00433,,2017,9,8,1,0,120.0,,online,cancelled,,22,
INN00434,,2017,10,20,3,0,126.0,,online,cancelled,,10,
INN00435,,2018,2,16,2,0,91.0,,online,cancelled,,15,
INN00436,,2018,9,6,5,0,137.0,,online,cancelled,,230,
INN00437,,2018,3,16,4,0,67.32,,offline,cancelled,,54,
INN00438,,2017,10,23,1,0,81.62,,online,cancelled,,45,
INN00439,,2018,10,24,3,1,123.66,,online,cancelled,,63,
INN00440,,2018,8,6,1,2,94.5,,online,cancelled,,166,
INN00441,,2018,8,22,4,1,96.3,,online,cancelled,,148,
INN00442,,2018,8,13,1,2,88.01,,online,cancelled,,136,
INN00443,,2018,3,10,3,1,81.9,,online,cancelled,,37,
INN00444,,2018,5,11,4,0,119.85,,online,cancelled,,66,
INN00445,,2017,10,23,1,0,83.5,,offline,cancelled,,11,
INN00446,,2018,4,1,1,0,67.0,,corporate,cancelled,,1,
INN00447,,2018,6,19,2,2,156.0,,online,cancelled,,7,
INN00448,,2017,10,13,1,0,85.0,,offline,cancelled,,43,
INN00449,,2018,4,4,5,3,126.75,,online,cancelled,,5,
INN00450,,2018,6,6,1,1,115.0,,online,cancelled,,247,
INN00451,,2018,10,16,1,2,107.1,,online,cancelled,,24,
INN00452,,2018,10,14,1,0,120.0,,offline,cancelled,,53,
INN00453,,2018,11,19,1,2,93.6,,online,cancelled,,52,
INN00454,,2018,6,8,1,0,120.0,,offline,cancelled,,56,
INN00455,,2018,6,8,1,0,90.0,,offline,cancelled,,12,
INN00456,,2018,9,6,5,0,137.0,,online,cancelled,,230,
INN00457,,2018,10,31,3,1,106.43,,online,cancelled,,92,
INN00458,,2018,5,31,3,0,87.78,,online,cancelled,,2,
INN00459,,2017,9,18,2,0,101.5,,offline,cancelled,,74,
INN00460,,2018,6,23,1,0,85.5,,online,cancelled,,82,
INN00461,,2018,10,13,3,0,95.0,,offline,cancelled,,37,
INN00462,,2018,7,1,2,2,103.7,,online,cancelled,,147,
INN00463,,2017,8,26,1,0,65.0,,corporate,cancelled,,2,
INN00464,,2018,8,18,6,2,100.12,,online,cancelled,,166,
INN00465,,2018,4,11,3,1,156.25,,online,cancelled,,28,
INN00466,,2018,5,13,2,1,101.0,,online,cancelled,,309,
INN00467,,2018,7,4,3,1,161.1,,online,cancelled,,54,
INN00468,,2018,12,8,3,1,83.8,,online,cancelled,,49,
INN00469,,2018,6,18,1,0,168.0,,online,cancelled,,1,
INN00470,,2017,12,27,1,2,58.0,,offline,cancelled,,0,
INN00471,,2017,8,8,1,2,94.5,,offline,cancelled,,4,
INN00472,,2017,12,9,4,0,96.3,,online,cancelled,,60,
INN00473,,2017,8,14,1,0,76.5,,online,cancelled,,157,
INN00474,,2018,4,8,3,2,78.0,,offline,cancelled,,268,
INN00475,,2018,9,26,1,1,112.59,,online,cancelled,,38,
INN00476,,2018,6,12,1,2,187.04,,online,cancelled,,30,
INN00477,,2018,10,11,1,0,169.0,,online,cancelled,,2,
INN00478,,2018,12,5,7,3,46.63,,online,cancelled,,217,
INN00479,,2018,8,25,3,0,100.0,,offline,cancelled,,143,
INN00480,,2018,10,19,3,0,85.5,,online,cancelled,,179,
INN00481,,2018,6,15,2,0,130.0,,online,cancelled,,188,
INN00482,,2018,7,8,2,2,146.7,,online,cancelled,,94,
INN00483,,2017,11,20,2,0,73.0,,offline,cancelled,,32,
INN00484,,2018,4,1,2,2,143.22,,online,cancelled,,2,
INN00485,,2017,10,22,3,0,89.25,,online,cancelled,,70,
INN00486,,2018,9,19,0,1,85.0,,offline,cancelled,,4,
INN00487,,2018,2,28,0,2,6.5,,complementary,cancelled,,34,
INN00488,,2018,3,8,1,0,83.03,,online,cancelled,,16,
INN00489,,2018,2,11,3,1,91.0,,online,cancelled,,24,
INN00490,,2018,4,10,2,2,80.75,,online,cancelled,,78,
INN00491,,2018,11,4,2,1,89.0,,online,cancelled,,305,
INN00492,,2018,10,13,3,0,105.0,,offline,cancelled,,37,
INN00493,,2018,4,30,5,2,109.81,,online,cancelled,,98,
INN00494,,2018,12,5,3,1,70.88,,online,cancelled,,14,
INN00495,,2018,11,23,2,0,83.6,,online,cancelled,,44,
INN00496,,2018,2,28,1,2,60.0,,online,cancelled,,1,
INN00497,,2018,6,7,3,0,130.0,,online,cancelled,,213,
INN00498,,2018,4,4,1,1,95.0,,online,cancelled,,5,
INN00499,,2018,4,6,1,0,104.0,,offline,cancelled,,55,
INN00500,,2018,2,11,3,0,62.0,,offline,cancelled,,139,
INN00501,,2018,4,23,1,2,95.0,,offline,cancelled,,44,
INN00502,,2018,2,28,1,2,145.0,,online,cancelled,,18,
INN00503,,2018,10,17,0,1,95.0,,corporate,cancelled,,0,
INN00504,,2018,6,24,2,0,95.0,,offline,cancelled,,192,
INN00505,,2018,6,18,4,2,80.75,,offline,cancelled,,152,
INN00506,,2018,8,30,4,0,142.2,,online,cancelled,,42,
INN00507,,2018,10,21,3,2,128.7,,online,cancelled,,209,
INN00508,,2018,3,20,3,2,90.95,,online,cancelled,,69,
INN00509,,2018,11,18,2,1,93.6,,online,cancelled,,80,
INN00510,,2017,11,9,2,1,60.0,,offline,cancelled,,49,
INN00511,,2018,8,25,3,0,90.0,,offline,cancelled,,143,
INN00512,,2017,12,5,1,2,95.4,,online,cancelled,,67,
INN00513,,2018,10,21,2,0,160.0,,online,cancelled,,41,
INN00514,,2018,10,30,1,2,104.1,,online,cancelled,,154,
INN00515,,2018,4,6,1,0,104.0,,offline,cancelled,,55,
INN00516,,2018,8,3,4,0,109.0,,offline,cancelled,,2,
INN00517,,2018,4,10,4,2,93.78,,online,cancelled,,99,
INN00518,,2017,10,14,2,0,95.0,,corporate,cancelled,,14,
INN00519,,2018,10,15,1,0,140.0,,online,cancelled,,0,
INN00520,,2017,12,24,3,1,87.0,,online,cancelled,,22,
INN00521,,2018,3,5,1,2,85.85,,online,cancelled,,7,
INN00522,,2018,3,24,3,1,99.45,,online,cancelled,,84,
INN00523,,2018,5,4,4,0,120.28,,online,cancelled,,109,
INN00524,,2018,6,14,3,0,120.0,,offline,cancelled,,71,
INN00525,,2018,4,3,0,2,77.77,,online,cancelled,,4,
INN00526,,2018,6,14,3,0,120.0,,offline,cancelled,,71,
INN00527,,2018,6,10,1,0,116.1,,online,cancelled,,58,
INN00528,,2018,7,23,1,0,189.0,,online,cancelled,,133,
INN00529,,2018,6,26,1,2,152.67,,online,cancelled,,27,
INN00530,,2018,2,4,3,2,66.31,,online,cancelled,,27,
INN00531,,2017,9,10,1,0,95.0,,online,cancelled,,9,
INN00532,,2018,12,8,3,0,122.0,,online,cancelled,,86,
INN00533,,2017,12,17,3,0,58.0,,offline,cancelled,,13,
INN00534,,2018,12,5,3,1,89.89,,online,cancelled,,0,
INN00535,,2018,6,21,2,0,156.0,,online,cancelled,,5,
INN00536,,2018,3,24,3,1,99.45,,online,cancelled,,82,
INN00537,,2018,8,31,2,0,172.8,,online,cancelled,,330,
INN00538,,2018,8,22,3,1,98.56,,online,cancelled,,3,
INN00539,,2018,3,10,1,0,71.1,,online,cancelled,,35,
INN00540,,2018,3,30,15,6,128.06,,online,cancelled,,12,
INN00541,,2018,11,19,1,0,0.0,,complementary,cancelled,,0,
INN00542,,2018,4,7,1,0,106.0,,online,cancelled,,7,
INN00543,,2018,9,27,4,0,130.61,,online,cancelled,,47,
INN00544,,2018,6,17,3,2,105.74,,online,cancelled,,117,
INN00545,,2018,6,10,2,0,136.0,,online,cancelled,,2,
INN00546,,2018,6,8,1,0,120.0,,offline,cancelled,,26,
INN00547,,2018,12,2,2,2,74.8,,online,cancelled,,75,
INN00548,,2018,6,15,2,0,112.0,,online,cancelled,,256,
INN00549,,2018,8,21,0,1,121.5,,online,cancelled,,137,
INN00550,,2017,10,7,4,0,70.0,,offline,cancelled,,92,
INN00551,,2018,11,29,1,0,75.0,,offline,cancelled,,1,
INN00552,,2018,1,2,1,0,54.0,,offline,cancelled,,18,
INN00553,,2018,3,25,2,1,100.0,,online,cancelled,,78,
INN00554,,2018,4,23,1,0,0.0,,complementary,cancelled,,8,
INN00555,,2018,11,2,9,4,186.22,,online,cancelled,,30,
INN00556,,2018,11,13,0,2,79.2,,online,cancelled,,117,
INN00557,,2018,3,19,1,1,103.0,,online,cancelled,,10,
INN00558,,2017,9,25,2,2,185.0,,offline,cancelled,,56,
INN00559,,2017,10,20,2,0,135.0,,online,cancelled,,8,
INN00560,,2018,10,23,0,2,115.0,,online,cancelled,,386,
INN00561,,2017,7,17,2,0,109.0,,online,cancelled,,273,
INN00562,,2018,11,26,1,0,104.0,,online,cancelled,,33,
INN00563,,2018,8,3,5,2,130.05,,online,cancelled,,184,
INN00564,,2018,9,5,3,1,100.3,,online,cancelled,,232,
INN00565,,2018,6,15,2,0,130.0,,online,cancelled,,188,
INN00566,,2017,10,16,2,0,109.0,,offline,cancelled,,102,
INN00567,,2018,10,7,2,2,139.5,,online,cancelled,,45,
INN00568,,2018,2,3,1,0,66.0,,corporate,cancelled,,1,
INN00569,,2018,9,3,2,2,106.88,,online,cancelled,,63,
INN00570,,2018,9,16,2,2,149.4,,online,cancelled,,89,
INN00571,,2018,4,26,2,0,109.35,,online,cancelled,,63,
INN00572,,2018,11,3,3,0,89.0,,online,cancelled,,304,
INN00573,,2018,4,9,1,2,115.0,,online,cancelled,,1,
INN00574,,2018,3,16,1,0,85.5,,corporate,cancelled,,51,
INN00575,,2018,4,20,2,0,90.95,,online,cancelled,,110,
INN00576,,2018,7,30,1,2,117.55,,online,cancelled,,20,
INN00577,,2018,10,19,1,0,108.0,,online,cancelled,,50,
INN00578,,2018,10,11,3,0,139.5,,online,cancelled,,48,
INN00579,,2018,9,13,3,0,129.88,,online,cancelled,,96,
INN00580,,2017,12,30,4,1,67.0,,offline,cancelled,,148,
INN00581,,2018,10,3,1,1,129.0,,online,cancelled,,25,
INN00582,,2018,6,25,5,2,79.53,,online,cancelled,,148,
INN00583,,2018,8,22,3,1,72.25,,offline,cancelled,,114,
INN00584,,2017,7,1,2,0,80.0,,offline,cancelled,,257,
INN00585,,2018,6,11,5,2,119.85,,online,cancelled,,105,
INN00586,,2017,11,2,2,1,117.0,,online,cancelled,,4,
INN00587,,2017,9,6,2,2,29.0,,complementary,cancelled,,67,
INN00588,,2018,9,2,2,2,118.8,,online,cancelled,,61,
INN00589,,2018,12,30,2,0,192.03,,offline,cancelled,,79,
INN00590,,2018,5,21,1,0,168.3,,online,cancelled,,74,
INN00591,,2018,5,12,1,0,72.76,,online,cancelled,,120,
INN00592,,2018,12,8,3,0,68.0,,offline,cancelled,,157,
INN00593,,2018,1,6,4,0,89.0,,online,cancelled,,4,
INN00594,,2018,8,28,5,2,124.46,,online,cancelled,,46,
INN00595,,2018,3,13,1,2,70.33,,corporate,cancelled,,41,
INN00596,,2018,6,15,4,1,170.1,,online,cancelled,,84,
INN00597,,2018,6,17,2,0,75.0,,online,cancelled,,245,
INN00598,,2018,6,29,3,0,125.25,,online,cancelled,,27,
INN00599,,2017,7,27,7,3,55.9,,online,cancelled,,74,
INN00600,,2018,6,20,2,1,126.9,,online,cancelled,,85,
INN00601,,2018,2,26,2,0,79.0,,online,cancelled,,6,
INN00602,,2018,10,23,3,2,94.35,,online,cancelled,,256,
INN00603,,2018,6,24,2,0,109.0,,online,cancelled,,265,
INN00604,,2018,4,15,3,2,112.2,,online,cancelled,,64,
INN00605,,2017,10,1,1,0,109.0,,corporate,cancelled,,0,
INN00606,,2018,9,14,2,0,65.0,,corporate,cancelled,,91,
INN00607,,2018,4,28,3,1,90.0,,offline,cancelled,,127,
INN00608,,2018,7,14,3,0,85.0,,offline,cancelled,,73,
INN00609,,2018,12,28,4,0,168.73,,online,cancelled,,36,
INN00610,,2018,12,8,3,1,100.38,,online,cancelled,,17,
INN00611,,2018,7,27,5,2,99.45,,online,cancelled,,164,
INN00612,,2018,9,27,1,0,160.0,,corporate,cancelled,,0,
INN00613,,2018,10,2,1,2,126.0,,online,cancelled,,37,
INN00614,,2018,8,1,2,1,96.9,,offline,cancelled,,191,
INN00615,,2017,10,17,4,2,95.0,,online,cancelled,,33,
INN00616,,2017,9,5,1,2,94.5,,online,cancelled,,32,
INN00617,,2017,9,7,1,1,98.8,,offline,cancelled,,3,
INN00618,,2018,7,10,1,2,100.5,,online,cancelled,,53,
INN00619,,2018,6,19,0,1,0.0,,complementary,cancelled,,8,
INN00620,,2018,5,29,1,2,80.75,,online,cancelled,,107,
INN00621,,2018,4,6,1,0,104.0,,offline,cancelled,,55,
INN00622,,2018,4,29,2,1,89.75,,offline,cancelled,,84,
INN00623,,2017,8,25,2,0,156.0,,online,cancelled,,0,
INN00624,,2018,6,11,1,1,136.0,,online,cancelled,,1,
INN00625,,2018,12,2,2,0,85.0,,corporate,cancelled,,29,
INN00626,,2017,10,14,4,0,87.54,,online,cancelled,,41,
INN00627,,2017,9,9,2,0,100.0,,corporate,cancelled,,86,
INN00628,,2018,10,1,2,2,108.9,,online,cancelled,,167,
INN00629,,2018,6,14,3,0,107.1,,online,cancelled,,34,
INN00630,,2018,4,4,2,1,80.0,,online,cancelled,,101,
INN00631,,2018,5,5,3,0,90.0,,online,cancelled,,259,
INN00632,,2018,5,12,2,0,105.3,,online,cancelled,,122,
INN00633,,2018,2,11,1,0,80.0,,online,cancelled,,1,
INN00634,,2018,8,25,2,0,142.2,,online,cancelled,,107,
INN00635,,2018,4,5,3,0,131.4,,online,cancelled,,35,
INN00636,,2018,6,24,2,0,95.0,,offline,cancelled,,192,
INN00637,,2018,4,1,2,0,111.0,,online,cancelled,,4,
INN00638,,2018,10,6,3,1,85.0,,offline,cancelled,,85,
INN00639,,2018,8,24,4,0,130.95,,online,cancelled,,137,
INN00640,,2017,9,18,2,0,101.5,,offline,cancelled,,74,
INN00641,,2018,2,28,1,2,82.0,,offline,cancelled,,116,
INN00642,,2017,9,13,2,2,94.5,,online,cancelled,,34,
INN00643,,2018,8,28,1,2,109.8,,online,cancelled,,56,
INN00644,,2018,7,10,4,2,72.25,,online,cancelled,,149,
INN00645,,2018,2,6,2,2,55.72,,online,cancelled,,12,
INN00646,,2018,10,17,1,1,158.4,,online,cancelled,,52,
INN00647,,2018,3,30,4,1,69.0,,offline,cancelled,,191,
INN00648,,2018,10,13,3,0,105.0,,offline,cancelled,,37,
INN00649,,2018,12,29,3,0,219.6,,online,cancelled,,57,
INN00650,,2018,1,8,3,2,44.8,,offline,cancelled,,9,
INN00651,,2018,10,26,1,0,120.0,,online,cancelled,,7,
INN00652,,2018,3,25,2,1,100.0,,online,cancelled,,78,
INN00653,,2018,6,7,1,0,109.0,,online,cancelled,,0,
INN00654,,2018,8,19,2,1,115.68,,online,cancelled,,78,
INN00655,,2018,9,16,2,1,75.0,,offline,cancelled,,31,
INN00656,,2018,6,17,2,0,134.1,,offline,cancelled,,37,
INN00657,,2018,5,29,1,2,124.1,,online,cancelled,,8,
INN00658,,2018,8,17,2,0,214.75,,online,cancelled,,32,
INN00659,,2018,10,31,2,1,75.0,,offline,cancelled,,48,
INN00660,,2017,11,23,2,1,72.25,,online,cancelled,,89,
INN00661,,2018,3,7,0,1,80.0,,corporate,cancelled,,0,
INN00662,,2018,9,20,1,0,139.0,,online,cancelled,,15,
INN00663,,2018,1,28,1,0,66.0,,corporate,cancelled,,10,
INN00664,,2018,5,31,3,0,115.5,,online,cancelled,,43,
INN00665,,2018,8,8,1,1,195.5,,online,cancelled,,27,
INN00666,,2018,10,23,0,2,115.0,,online,cancelled,,386,
INN00667,,2017,9,18,1,0,84.0,,offline,cancelled,,72,
INN00668,,2018,10,16,1,2,107.8,,online,cancelled,,10,
INN00669,,2018,10,13,3,0,105.0,,offline,cancelled,,37,
INN00670,,2018,4,8,3,2,78.0,,offline,cancelled,,170,
INN00671,,2018,6,24,2,0,90.0,,offline,cancelled,,265,
INN00672,,2018,7,9,1,1,105.3,,online,cancelled,,49,
INN00673,,2018,2,25,3,0,80.3,,online,cancelled,,51,
INN00674,,2018,2,8,0,1,129.0,,online,cancelled,,3,
INN00675,,2018,6,24,2,0,115.0,,online,cancelled,,265,
INN00676,,2018,9,11,0,2,125.1,,online,cancelled,,34,
INN00677,,2018,2,27,1,0,103.0,,online,cancelled,,1,
INN00678,,2018,5,1,0,2,125.1,,online,cancelled,,77,
INN00679,,2018,6,17,5,2,96.17,,online,cancelled,,60,
INN00680,,2017,9,25,2,2,185.0,,offline,cancelled,,56,
INN00681,,2018,6,12,0,2,69.74,,online,cancelled,,0,
INN00682,,2018,7,9,3,2,172.55,,online,cancelled,,136,
INN00683,,2018,1,28,3,0,95.0,,online,cancelled,,4,
INN00684,,2018,9,9,2,1,166.35,,online,cancelled,,68,
INN00685,,2018,11,18,1,0,108.0,,online,cancelled,,1,
INN00686,,2018,3,21,3,1,102.0,,online,cancelled,,61,
INN00687,,2018,5,13,2,1,203.73,,online,cancelled,,40,
INN00688,,2018,11,17,5,2,78.69,,online,cancelled,,6,
INN00689,,2018,11,3,3,0,79.2,,online,cancelled,,58,
INN00690,,2018,3,16,2,0,76.5,,online,cancelled,,35,
INN00691,,2018,6,3,2,0,100.0,,online,cancelled,,177,
INN00692,,2018,12,14,4,0,88.4,,online,cancelled,,13,
INN00693,,2018,7,6,4,2,110.0,,online,cancelled,,245,
INN00694,,2018,10,28,2,1,109.8,,online,cancelled,,189,
INN00695,,2018,12,3,1,2,78.3,,offline,cancelled,,271,
INN00696,,2017,7,1,2,0,101.5,,online,cancelled,,257,
INN00697,,2018,7,28,4,2,80.75,,online,cancelled,,207,
INN00698,,2018,12,25,2,2,104.0,,online,cancelled,,108,
INN00699,,2018,3,15,3,0,51.19,,online,cancelled,,39,
INN00700,,2018,11,5,1,0,150.0,,online,cancelled,,11,
INN00701,,2018,8,12,2,1,127.8,,online,cancelled,,177,
INN00702,,2017,9,17,1,0,115.0,,online,cancelled,,15,
INN00703,,2018,5,5,1,0,156.0,,online,cancelled,,10,
INN00704,,2018,12,23,2,2,130.9,,online,cancelled,,60,
INN00705,,2018,10,4,3,0,116.1,,online,cancelled,,21,
INN00706,,2018,9,11,0,2,71.69,,online,cancelled,,24,
INN00707,,2018,4,24,3,2,98.5,,offline,cancelled,,76,
INN00708,,2018,7,13,3,0,94.5,,online,cancelled,,146,
INN00709,,2018,6,15,2,0,130.0,,online,cancelled,,188,
INN00710,,2017,7,11,1,2,76.5,,online,cancelled,,114,
INN00711,,2018,8,31,4,0,90.95,,online,cancelled,,256,
INN00712,,2017,10,8,3,1,72.75,,offline,cancelled,,210,
INN00713,,2018,11,16,1,0,93.0,,online,cancelled,,16,
INN00714,,2018,9,16,2,0,168.3,,online,cancelled,,64,
INN00715,,2018,10,12,3,0,75.0,,offline,cancelled,,105,
INN00716,,2017,8,9,0,1,105.0,,online,cancelled,,0,
INN00717,,2018,2,14,0,2,78.5,,online,cancelled,,37,
INN00718,,2018,7,2,5,2,119.7,,online,cancelled,,54,
INN00719,,2018,9,7,3,0,168.3,,online,cancelled,,81,
INN00720,,2018,5,27,1,0,197.0,,online,cancelled,,2,
INN00721,,2017,10,4,0,2,91.0,,offline,cancelled,,61,
INN00722,,2018,2,13,3,2,85.0,,offline,cancelled,,11,
INN00723,,2018,2,5,2,2,81.0,,online,cancelled,,4,
INN00724,,2017,9,4,2,0,116.0,,offline,cancelled,,63,
INN00725,,2018,8,18,2,0,115.0,,online,cancelled,,320,
INN00726,,2018,2,15,3,1,106.0,,online,cancelled,,3,
INN00727,,2018,4,16,1,2,118.8,,online,cancelled,,62,
INN00728,,2018,10,20,3,0,132.3,,online,cancelled,,91,
INN00729,,2018,8,21,0,1,146.7,,online,cancelled,,123,
INN00730,,2018,3,2,3,0,86.8,,online,cancelled,,13,
INN00731,,2018,11,1,4,0,98.0,,offline,cancelled,,152,
INN00732,,2018,5,2,1,1,100.0,,offline,cancelled,,180,
INN00733,,2018,8,14,10,4,158.95,,online,cancelled,,222,
INN00734,,2018,9,18,2,2,119.52,,online,cancelled,,47,
INN00735,,2018,5,3,3,0,117.0,,offline,cancelled,,88,
INN00736,,2018,4,27,3,0,140.67,,online,cancelled,,26,
INN00737,,2017,10,15,3,2,94.95,,online,cancelled,,17,
INN00738,,2018,5,11,5,2,109.65,,online,cancelled,,104,
INN00739,,2018,12,30,2,1,120.0,,online,cancelled,,7,
INN00740,,2018,3,18,2,1,67.22,,online,cancelled,,128,
INN00741,,2018,3,16,3,0,62.0,,offline,cancelled,,11,
INN00742,,2018,3,4,1,0,91.0,,online,cancelled,,6,
INN00743,,2018,3,17,4,2,68.0,,offline,cancelled,,23,
INN00744,,2018,11,3,3,0,89.0,,online,cancelled,,304,
INN00745,,2017,8,8,1,2,94.5,,offline,cancelled,,4,
INN00746,,2018,8,15,2,1,187.0,,online,cancelled,,25,
INN00747,,2018,12,21,4,0,122.65,,offline,cancelled,,65,
INN00748,,2018,2,25,1,0,68.0,,corporate,cancelled,,21,
INN00749,,2018,3,19,1,1,131.4,,online,cancelled,,45,
INN00750,,2018,4,15,3,2,149.4,,online,cancelled,,25,
INN00751,,2018,5,24,2,0,100.0,,corporate,cancelled,,5,
INN00752,,2018,6,6,1,1,115.0,,online,cancelled,,247,
INN00753,,2018,10,20,3,0,160.0,,online,cancelled,,6,
INN00754,,2018,4,16,1,2,127.67,,online,cancelled,,25,
INN00755,,2018,12,7,3,0,79.2,,online,cancelled,,52,
INN00756,,2017,12,1,2,0,69.0,,online,cancelled,,18,
INN00757,,2018,9,21,4,0,117.0,,online,cancelled,,296,
INN00758,,2017,10,10,1,1,70.0,,online,cancelled,,174,
INN00759,,2018,3,8,3,0,114.3,,online,cancelled,,31,
INN00760,,2018,11,1,3,0,110.0,,online,cancelled,,166,
INN00761,,2018,9,1,3,0,181.8,,online,cancelled,,30,
INN00762,,2018,4,1,2,2,75.65,,online,cancelled,,68,
INN00763,,2018,4,17,3,2,77.23,,online,cancelled,,194,
INN00764,,2018,1,3,1,2,65.0,,offline,cancelled,,145,
INN00765,,2018,7,21,2,0,115.0,,online,cancelled,,292,
INN00766,,2017,9,7,1,1,118.8,,online,cancelled,,0,
INN00767,,2018,5,31,4,0,127.48,,online,cancelled,,24,
INN00768,,2018,5,6,2,1,114.3,,online,cancelled,,124,
INN00769,,2018,12,3,2,2,87.2,,offline,cancelled,,44,
INN00770,,2017,7,1,2,0,101.5,,online,cancelled,,257,
INN00771,,2017,10,2,2,0,100.0,,offline,cancelled,,164,
INN00772,,2018,7,27,4,0,91.38,,online,cancelled,,153,
INN00773,,2018,8,1,9,3,119.71,,online,cancelled,,155,
INN00774,,2018,6,2,1,0,119.0,,online,cancelled,,0,
INN00775,,2018,7,28,1,0,139.0,,online,cancelled,,29,
INN00776,,2018,8,29,3,1,109.8,,online,cancelled,,59,
INN00777,,2018,9,14,3,0,65.0,,corporate,cancelled,,91,
INN00778,,2018,7,2,1,0,131.4,,online,cancelled,,76,
INN00779,,2018,4,12,3,0,96.3,,online,cancelled,,93,
INN00780,,2018,2,15,2,1,0.0,,complementary,cancelled,,4,
INN00781,,2018,4,20,2,0,137.0,,online,cancelled,,25,
INN00782,,2018,6,17,2,0,75.0,,online,cancelled,,245,
INN00783,,2018,12,27,3,0,92.65,,offline,cancelled,,74,
INN00784,,2018,6,4,1,1,62.8,,online,cancelled,,275,
INN00785,,2018,10,22,1,0,160.0,,online,cancelled,,14,
INN00786,,2018,6,24,2,0,90.0,,offline,cancelled,,265,
INN00787,,2018,8,21,5,3,81.26,,offline,cancelled,,122,
INN00788,,2018,5,25,4,0,114.75,,online,cancelled,,158,
INN00789,,2018,4,29,2,1,99.3,,online,cancelled,,119,
INN00790,,2018,10,3,0,1,89.0,,corporate,cancelled,,6,
INN00791,,2018,4,15,2,0,85.0,,online,cancelled,,122,
INN00792,,2018,3,20,2,2,75.0,,online,cancelled,,60,
INN00793,,2017,9,30,2,0,102.6,,offline,cancelled,,1,
INN00794,,2018,6,4,2,2,90.95,,offline,cancelled,,121,
INN00795,,2018,7,30,1,1,115.0,,online,cancelled,,301,
INN00796,,2018,12,24,1,2,78.3,,online,cancelled,,349,
INN00797,,2018,5,19,1,0,121.5,,online,cancelled,,59,
INN00798,,2018,6,14,3,0,120.0,,offline,cancelled,,71,
INN00799,,2018,8,31,4,0,105.4,,online,cancelled,,200,
INN00800,,2018,10,21,2,1,101.87,,online,cancelled,,71,
INN00801,,2018,9,28,1,0,65.0,,corporate,cancelled,,105,
INN00802,,2017,11,6,2,0,116.0,,online,cancelled,,6,
INN00803,,2018,4,21,1,0,69.3,,online,cancelled,,76,
INN00804,,2017,9,30,2,0,90.25,,online,cancelled,,29,
INN00805,,2018,9,2,3,2,119.85,,online,cancelled,,179,
INN00806,,2017,12,6,0,1,76.5,,online,cancelled,,81,
INN00807,,2018,10,27,3,0,109.0,,online,cancelled,,35,
INN00808,,2018,5,21,1,1,126.9,,online,cancelled,,60,
INN00809,,2018,7,19,1,0,65.0,,corporate,cancelled,,34,
INN00810,,2018,1,2,1,1,86.0,,online,cancelled,,0,
INN00811,,2018,7,14,3,1,139.0,,online,cancelled,,5,
INN00812,,2018,9,4,0,2,109.8,,online,cancelled,,48,
INN00813,,2018,5,12,3,2,132.6,,online,cancelled,,54,
INN00814,,2018,6,10,2,1,75.33,,offline,cancelled,,57,
INN00815,,2017,9,9,2,0,65.0,,corporate,cancelled,,5,
INN00816,,2018,11,26,1,2,68.0,,offline,cancelled,,130,
INN00817,,2017,12,26,6,4,113.85,,online,cancelled,,57,
INN00818,,2018,4,12,3,0,96.3,,online,cancelled,,89,
INN00819,,2018,12,29,3,0,79.5,,online,cancelled,,221,
INN00820,,2017,11,10,2,0,40.0,,corporate,cancelled,,1,
INN00821,,2018,2,28,1,2,76.0,,offline,cancelled,,116,
INN00822,,2018,9,5,1,1,90.95,,offline,cancelled,,139,
INN00823,,2018,4,6,1,0,104.0,,offline,cancelled,,55,
INN00824,,2018,6,6,1,1,109.0,,online,cancelled,,247,
INN00825,,2017,9,18,2,0,109.0,,offline,cancelled,,74,
INN00826,,2017,12,11,1,0,75.0,,offline,cancelled,,2,
INN00827,,2018,7,2,1,1,150.3,,online,cancelled,,47,
INN00828,,2018,6,8,1,0,120.0,,offline,cancelled,,56,
INN00829,,2017,7,11,1,2,94.5,,offline,cancelled,,96,
INN00830,,2018,8,21,1,2,103.5,,online,cancelled,,156,
INN00831,,2018,11,1,3,0,110.0,,online,cancelled,,166,
